target,source,Date,value
Lane26kmp2205,realDonaldTrump,Second debate,30
lanyingying,realDonaldTrump,Second debate,31
larouti_maga,realDonaldTrump,Second debate,24
LaughsATon,realDonaldTrump,Second debate,18
LauraCarrese,realDonaldTrump,Second debate,20
laurencristmann,realDonaldTrump,Second debate,28
LaurenKoether,realDonaldTrump,Second debate,28
LaurieAnnBaker,realDonaldTrump,Second debate,170
LawyersTrump,realDonaldTrump,Second debate,29
LBosmenierPMC,realDonaldTrump,Second debate,37
LeahOneScoop,realDonaldTrump,Second debate,38
LegalForTrump,realDonaldTrump,Second debate,36
lenard503616,HillaryClinton,Second debate,48
LenoraJ16,HelloTeamTrump,Second debate,36
Lermont,realDonaldTrump,Second debate,34
lhistericareal,FaClubeBand,Second debate,22
libbyliberalnyc,DrJillStein,Second debate,37
LiberalCuration,HillaryClinton,Second debate,40
LibertyForUSA,realDonaldTrump,Second debate,12
licoriceswriter,realDonaldTrump,Second debate,12
LiddleSavages,HillaryClinton,Second debate,14
likesghosts,realDonaldTrump,Second debate,19
Lili6Lin,realDonaldTrump,Second debate,32
LiliaMorraz,realDonaldTrump,Second debate,19
LilVirginiaCard,realDonaldTrump,Second debate,15
linda_tschetter,realDonaldTrump,Second debate,24
Linda14397084,realDonaldTrump,Second debate,57
LindaLJ11,realDonaldTrump,Second debate,30
LindaSuhler,realDonaldTrump,Second debate,30
LindaSuhler,WayneDupreeShow,Second debate,19
lionsviewfar,realDonaldTrump,Second debate,52
Lisa_Kvedar,realDonaldTrump,Second debate,44
Lisa22545183,realDonaldTrump,Second debate,42
lisaannmarie73,realDonaldTrump,Second debate,28
Lisahenneke,realDonaldTrump,Second debate,44
lisam02184,realDonaldTrump,Second debate,38
livingonthebay,realDonaldTrump,Second debate,22
lizzydebbie,realDonaldTrump,Second debate,20
Ljtg4Ljtg,realDonaldTrump,Second debate,30
LloydChristmis,realDonaldTrump,Second debate,27
lms20038,realDonaldTrump,Second debate,31
LoInfoFlyover,realDonaldTrump,Second debate,36
lolo_sandigo29,HillaryClinton,Second debate,34
longshooter84,realDonaldTrump,Second debate,31
lordsidious___,realDonaldTrump,Second debate,31
lorenz_louise,HillaryClinton,Second debate,26
LorettoRegina,realDonaldTrump,Second debate,15
LoveCovfefe2020,realDonaldTrump,Second debate,22
loveislove42069,HillaryClinton,Second debate,119
lovelaughterki1,HillaryClinton,Second debate,118
LovelyGigi33,realDonaldTrump,Second debate,37
LovelyJess2014,realDonaldTrump,Second debate,35
lover_beagle,realDonaldTrump,Second debate,15
Loverso_45,realDonaldTrump,Second debate,46
loves2giggle2,realDonaldTrump,Second debate,54
LovingVolTrav,HillaryClinton,Second debate,25
LOYALtoTRUMP,realDonaldTrump,Second debate,34
LTC_FOB,realDonaldTrump,Second debate,30
luandalobito,realDonaldTrump,Second debate,25
LuckoftheDraw17,FoxNews,Second debate,15
LuckoftheDraw17,realDonaldTrump,Second debate,47
Lucky5713,FoxNews,Second debate,29
Lucky5713,realDonaldTrump,Second debate,353
LucynGOP,realDonaldTrump,Second debate,47
LuedeckeSean,realDonaldTrump,Second debate,37
Luizcaguiar2,realDonaldTrump,Second debate,31
lulabelldesigns,realDonaldTrump,Second debate,87
lulabelldesigns,TeamTrump,Second debate,15
luvDixieland,realDonaldTrump,Second debate,30
luxorgroup,realDonaldTrump,Second debate,116
luzabrg,realDonaldTrump,Second debate,35
Lyncameron5,realDonaldTrump,Second debate,34
lynmacjay,realDonaldTrump,Second debate,33
LynnBree1,realDonaldTrump,Second debate,33
lyta2016,HillaryClinton,Second debate,27
m7kenas,realDonaldTrump,Second debate,32
mabelruiz2000,realDonaldTrump,Second debate,20
MadridMagical,realDonaldTrump,Second debate,34
MAGAnNoHate,realDonaldTrump,Second debate,32
MAGAnNoHate,WayneDupreeShow,Second debate,29
MAGATRUMP2020,realDonaldTrump,Second debate,34
MAGATRUMP2020AL,realDonaldTrump,Second debate,66
MAGATRUMPMAN,MAGATRUMPMAN,Second debate,80
MAGATRUMPMAN,realDonaldTrump,Second debate,33
MagicMark9,HillaryClinton,Second debate,42
MagiEstella,realDonaldTrump,Second debate,22
MAH0310,realDonaldTrump,Second debate,20
maker35,realDonaldTrump,Second debate,35
makingamerica1,realDonaldTrump,Second debate,20
makmak71,HillaryClinton,Second debate,17
Mallowbr7,FMouraBrasil,Second debate,22
MaLorenaSciarri,realDonaldTrump,Second debate,23
MALovesTRUMP,realDonaldTrump,Second debate,39
MalphasPolitikz,realDonaldTrump,Second debate,40
MalsLAW,realDonaldTrump,Second debate,33
mamagolden66,realDonaldTrump,Second debate,23
mandersonhare1,realDonaldTrump,Second debate,50
MargaretCrowth1,realDonaldTrump,Second debate,39
maria_secviar,HillaryClinton,Second debate,46
mariclaire81,realDonaldTrump,Second debate,20
marjoriemkh,realDonaldTrump,Second debate,28
MARS0411,realDonaldTrump,Second debate,32
marsha2249,realDonaldTrump,Second debate,11
marsialynn86,realDonaldTrump,Second debate,34
MARTELLEINTL,MARTELLEINTL,Second debate,11
martucci_peter,realDonaldTrump,Second debate,33
MarvaLDowdin,HillaryClinton,Second debate,37
marvin_hill123,jacecaudwell,Second debate,69
MarvinStigall,realDonaldTrump,Second debate,13
marxabc,realDonaldTrump,Second debate,70
mary122514,realDonaldTrump,Second debate,20
mary44614,realDonaldTrump,Second debate,53
maryann_penza,realDonaldTrump,Second debate,53
MaryElizabeth73,realDonaldTrump,Second debate,25
MaryFass3,realDonaldTrump,Second debate,42
massilassi,realDonaldTrump,Second debate,18
MatthewRitchart,realDonaldTrump,Second debate,15
maxger31,realDonaldTrump,Second debate,29
Maximus_4EVR,realDonaldTrump,Second debate,24
maxworkout,realDonaldTrump,Second debate,16
maybsomaybnot,realDonaldTrump,Second debate,29
MayorMacDougall,realDonaldTrump,Second debate,31
mb141bar,realDonaldTrump,Second debate,26
McJeffrey69,realDonaldTrump,Second debate,27
McKadeMarshall,realDonaldTrump,Second debate,29
mcmurray_sandra,realDonaldTrump,Second debate,22
MCooperD,HillaryClinton,Second debate,59
MDavidMorris2,realDonaldTrump,Second debate,56
meandmaeg,realDonaldTrump,Second debate,25
medialiesexpose,realDonaldTrump,Second debate,20
MediaMarketMgm,HillaryClinton,Second debate,35
Meeenjunglecat,realDonaldTrump,Second debate,24
mehrdadjalalian,realDonaldTrump,Second debate,45
melanieusn1979,realDonaldTrump,Second debate,14
melissamarie46,realDonaldTrump,Second debate,29
mellie_loves,DrJillStein,Second debate,40
MELONEDAVIDE,realDonaldTrump,Second debate,45
memafitz3,realDonaldTrump,Second debate,23
MenaMimi,HillaryClinton,Second debate,33
mendivil_gene,realDonaldTrump,Second debate,24
Mercury21845586,DrJillStein,Second debate,40
Mericaaa143,realDonaldTrump,Second debate,24
MermaidChick813,HillaryClinton,Second debate,58
MetalDanIRL,OnionPolitics,Second debate,46
MetalDanIRL,realDonaldTrump,Second debate,45
metmgmt22,HillaryClinton,Second debate,67
MeyerMihaela,realDonaldTrump,Second debate,29
MGarciaNM,realDonaldTrump,Second debate,40
mgd2278,realDonaldTrump,Second debate,37
mhicks1433,realDonaldTrump,Second debate,30
mhooshma16,realDonaldTrump,Second debate,38
miababy589,realDonaldTrump,Second debate,44
mich_83x,realDonaldTrump,Second debate,24
Michael110373,realDonaldTrump,Second debate,22
MichaelJ178998,realDonaldTrump,Second debate,20
MichaelNnaeme10,realDonaldTrump,Second debate,46
michaels4trump,realDonaldTrump,Second debate,32
Michelle22586,realDonaldTrump,Second debate,27
Mick2117,realDonaldTrump,Second debate,22
MickBlair54,realDonaldTrump,Second debate,25
MickeyPMickeyP,realDonaldTrump,Second debate,31
mickeytidewater,realDonaldTrump,Second debate,28
MikeCantarini,realDonaldTrump,Second debate,46
mikeklevan,realDonaldTrump,Second debate,24
MikeLonga,realDonaldTrump,Second debate,21
MikeStalter927,realDonaldTrump,Second debate,31
MilJenmarie,realDonaldTrump,Second debate,67
MillarLm,HillaryClinton,Second debate,34
MiriamRoseMc,realDonaldTrump,Second debate,41
MiriamUSA82,realDonaldTrump,Second debate,39
MissApropos,realDonaldTrump,Second debate,47
misskathymp,realDonaldTrump,Second debate,22
Misslinlou,realDonaldTrump,Second debate,29
MissLynnetteH,HillaryClinton,Second debate,29
Misty__Bella,realDonaldTrump,Second debate,13
Mitt_Fit,realDonaldTrump,Second debate,29
mizzwild,realDonaldTrump,Second debate,25
MMaria03146111,HelloTeamTrump,Second debate,18
mmpadellan,mmpadellan,Second debate,24
MNforTrump,realDonaldTrump,Second debate,61
mobilern2006,realDonaldTrump,Second debate,37
MollyOCallagha5,PrisonPlanet,Second debate,26
mollytwo1,UpstateVoice,Second debate,25
momofthreeut,realDonaldTrump,Second debate,20
MomsAlwaysCare,HillaryClinton,Second debate,33
morashm,realDonaldTrump,Second debate,27
MorriganMoonlit,maureenjohnson,Second debate,17
MorriganMoonlit,rebeccareads6,Second debate,37
morroe_s,realDonaldTrump,Second debate,23
mount_garret,realDonaldTrump,Second debate,30
MPINewJeyesr,realDonaldTrump,Second debate,21
mpiu300,realDonaldTrump,Second debate,35
MrHinNH,realDonaldTrump,Second debate,23
MrLeoneVolpe,realDonaldTrump,Second debate,55
mrsalpug,realDonaldTrump,Second debate,56
mrspriss75,realDonaldTrump,Second debate,38
MrsSkulliesBass,realDonaldTrump,Second debate,23
MrTegu,realDonaldTrump,Second debate,23
MrZ_GBM,realDonaldTrump,Second debate,57
msalanacasey,realDonaldTrump,Second debate,45
MsDarcyFarrow,HillaryClinton,Second debate,55
msholmes2U,HillaryClinton,Second debate,57
mshull05,realDonaldTrump,Second debate,13
MStein2016,HillaryClinton,Second debate,40
mtbackpackrk,realDonaldTrump,Second debate,25
MTL_Media,realDonaldTrump,Second debate,35
mtzonu,realDonaldTrump,Second debate,20
multiintrest,realDonaldTrump,Second debate,19
MUN4TRUMP,realDonaldTrump,Second debate,16
MustacheChuck,realDonaldTrump,Second debate,15
mwilliams3865,realDonaldTrump,Second debate,28
myangel7777777,realDonaldTrump,Second debate,29
MyFriendPierree,realDonaldTrump,Second debate,33
mylifeasdiaz,realDonaldTrump,Second debate,24
MyPlace4U,FoxNews,Second debate,42
MyPlace4U,realDonaldTrump,Second debate,31
MyTurn1960,realDonaldTrump,Second debate,20
n8s_awesome,realDonaldTrump,Second debate,17
naga1961,realDonaldTrump,Second debate,26
nanauriuri,realDonaldTrump,Second debate,34
nance1990,realDonaldTrump,Second debate,22
nancy73gg,HelloTeamTrump,Second debate,42
nancyerkencomca,realDonaldTrump,Second debate,29
Nancygr54079131,realDonaldTrump,Second debate,34
NancySantaClara,realDonaldTrump,Second debate,19
nanking2100,realDonaldTrump,Second debate,65
nasrinTrump,realDonaldTrump,Second debate,51
Nate_The_Gr8__,realDonaldTrump,Second debate,32
Nationalist1776,realDonaldTrump,Second debate,27
NationalistEpps,realDonaldTrump,Second debate,25
natvnyker,HillaryClinton,Second debate,26
needtoknowHim,realDonaldTrump,Second debate,20
NeilECollins,realDonaldTrump,Second debate,51
NeillMandi,realDonaldTrump,Second debate,59
Nelson86384480,realDonaldTrump,Second debate,28
nepafortrump,realDonaldTrump,Second debate,16
neptune7321,realDonaldTrump,Second debate,29
nfscapecod,HillaryClinton,Second debate,36
ngb6060,realDonaldTrump,Second debate,29
nickcamejo,CNNPolitics,Second debate,43
nickcamejo,HillaryClinton,Second debate,62
NicklessRon,realDonaldTrump,Second debate,20
nikkinbc,realDonaldTrump,Second debate,60
nj3_wal,HillaryClinton,Second debate,24
NJMike319,realDonaldTrump,Second debate,67
nmockingbird82,realDonaldTrump,Second debate,34
noah1981us,realDonaldTrump,Second debate,36
nodogkisses,realDonaldTrump,Second debate,25
nooneishere51,realDonaldTrump,Second debate,35
Noonien_Soong,realDonaldTrump,Second debate,32
NoriannGolden,realDonaldTrump,Second debate,29
Northeaster2013,realDonaldTrump,Second debate,32
notjerrygville,realDonaldTrump,Second debate,17
NotreDameBaby,realDonaldTrump,Second debate,13
NowNesara,realDonaldTrump,Second debate,24
NuclearKnights,realDonaldTrump,Second debate,37
NUMBER007BOND,realDonaldTrump,Second debate,26
NwekeJero,realDonaldTrump,Second debate,110
nwokolo_leo,realDonaldTrump,Second debate,12
OceanSolitudeME,HillaryClinton,Second debate,41
OemorOniluap,CBSNews,Second debate,42
OemorOniluap,USATODAY,Second debate,14
official_bukas,realDonaldTrump,Second debate,38
ofornaogu,realDonaldTrump,Second debate,12
oilman999999999,realDonaldTrump,Second debate,16
oldie57,realDonaldTrump,Second debate,21
OldmanLogan2008,realDonaldTrump,Second debate,27
OldSkull65,realDonaldTrump,Second debate,34
omegaprime01,realDonaldTrump,Second debate,30
ONECALARRY13,realDonaldTrump,Second debate,27
onedesertstar,realDonaldTrump,Second debate,31
ONLYTRUMP4USA,realDonaldTrump,Second debate,55
onlyXknives,realDonaldTrump,Second debate,32
OnwardWithHRC,HillaryClinton,Second debate,34
ONYEANUSIBONAVE,realDonaldTrump,Second debate,31
OpalescentMoon,realDonaldTrump,Second debate,27
OptionstraderOC,realDonaldTrump,Second debate,36
OrcsBane88,realDonaldTrump,Second debate,26
organic2016,realDonaldTrump,Second debate,44
OrlandoMilian10,realDonaldTrump,Second debate,44
osmanshaik,HillaryClinton,Second debate,38
outdampuff,HillaryClinton,Second debate,25
outetbanksTB,realDonaldTrump,Second debate,36
outsideingirl,realDonaldTrump,Second debate,27
outspoken1138,realDonaldTrump,Second debate,57
PA4TAXPAYERS,realDonaldTrump,Second debate,25
PackersNumero1,realDonaldTrump,Second debate,23
PadreBall,HillaryClinton,Second debate,101
PamBoggspam,HillaryClinton,Second debate,31
pamellalala,realDonaldTrump,Second debate,42
pammerri,realDonaldTrump,Second debate,11
Pankaj16182,realDonaldTrump,Second debate,20
Parthlan,realDonaldTrump,Second debate,18
patrckm,realDonaldTrump,Second debate,24
PatrickJLavin,realDonaldTrump,Second debate,13
PatriotMarie,realDonaldTrump,Second debate,61
PatriotsUSA_1,realDonaldTrump,Second debate,19
PattiPropst,realDonaldTrump,Second debate,43
paulasul1414,realDonaldTrump,Second debate,42
PaulBrandfass,HillaryClinton,Second debate,43
PauletteJMurray,realDonaldTrump,Second debate,55
paulsenabulya,FoxNews,Second debate,86
PaulSorrentino3,HillaryClinton,Second debate,48
paulsteven,realDonaldTrump,Second debate,33
paulthomas1020,realDonaldTrump,Second debate,59
pawdacat,HillaryClinton,Second debate,31
Pcrawls,realDonaldTrump,Second debate,34
pedromi63623944,HillaryClinton,Second debate,30
PeggyBliven,realDonaldTrump,Second debate,38
pendulum58841,CNN,Second debate,18
penguin4k,realDonaldTrump,Second debate,23
PennStateBMP,realDonaldTrump,Second debate,36
perfectsliders,perfectsliders,Second debate,25
PetePetretich,realDonaldTrump,Second debate,37
Peter_Ohsol,realDonaldTrump,Second debate,35
Peter_welsh_,realDonaldTrump,Second debate,19
PeterHTaras,DrJillStein,Second debate,62
peterjon79,realDonaldTrump,Second debate,20
pewdrdad,realDonaldTrump,Second debate,36
peyton_urich,realDonaldTrump,Second debate,26
phase_xii,HillaryClinton,Second debate,28
PhAtKoFI,HillaryClinton,Second debate,24
philodygmn,DrJillStein,Second debate,50
Phishie_Philly,realDonaldTrump,Second debate,29
PhoebeThaler,HillaryClinton,Second debate,39
Phoenix_Stone09,DrJillStein,Second debate,26
picc_susan,realDonaldTrump,Second debate,30
pieman7700,realDonaldTrump,Second debate,41
piusnyamora,realDonaldTrump,Second debate,22
pjbazooka,realDonaldTrump,Second debate,47
pkscof,realDonaldTrump,Second debate,14
pln6364,realDonaldTrump,Second debate,18
PolFurn,realDonaldTrump,Second debate,57
Politicallyin18,realDonaldTrump,Second debate,21
PoliticsVillage,HillaryClinton,Second debate,54
porter32024,realDonaldTrump,Second debate,36
POTUS45HQ,realDonaldTrump,Second debate,31
PPineros_,realDonaldTrump,Second debate,19
Prageetnoone,realDonaldTrump,Second debate,47
PrepperRabbit,realDonaldTrump,Second debate,30
princesssofpwr,realDonaldTrump,Second debate,30
ProudlyLiberal2,bannerite,Second debate,22
ProudlyLiberal2,HillaryClinton,Second debate,42
PurrcysMom,realDonaldTrump,Second debate,30
pyrrhophytes,realDonaldTrump,Second debate,47
QaxWerty,realDonaldTrump,Second debate,47
qlTexas,realDonaldTrump,Second debate,54
QQBeautifulDove,FoxNews,Second debate,42
QQBeautifulDove,realDonaldTrump,Second debate,25
Queenx50777,FoxNews,Second debate,21
Queenx50777,realDonaldTrump,Second debate,53
rachelkingmakeu,realDonaldTrump,Second debate,143
RachelKrauth,HillaryClinton,Second debate,56
RachelT80457384,realDonaldTrump,Second debate,37
Raddmom,realDonaldTrump,Second debate,42
RadgrannyKs,realDonaldTrump,Second debate,47
RahulNair77,realDonaldTrump,Second debate,37
rains6944,realDonaldTrump,Second debate,49
RainyMyth,HillaryClinton,Second debate,42
randyzobenica,realDonaldTrump,Second debate,31
ransom54,realDonaldTrump,Second debate,36
RantyAmyCurtis,CheerMatchup,Second debate,58
rashidaldosari,CNN,Second debate,18
Raven3327,realDonaldTrump,Second debate,27
rawoods24,realDonaldTrump,Second debate,22
rayann2320,realDonaldTrump,Second debate,29
Rayn3ll,HillaryClinton,Second debate,24
RBariekman,realDonaldTrump,Second debate,29
real_Stephanie,realDonaldTrump,Second debate,30
RealChadRowland,realDonaldTrump,Second debate,20
realDTegtmeyer,realDonaldTrump,Second debate,57
realericjallen,realDonaldTrump,Second debate,50
realFrankBrino,realDonaldTrump,Second debate,30
realGilbertP,realDonaldTrump,Second debate,41
realGwennavere,realDonaldTrump,Second debate,15
realLeroyDaniel,realDonaldTrump,Second debate,56
RealMcormi,realDonaldTrump,Second debate,17
RealMedEmpire,realDonaldTrump,Second debate,38
realRobMWilson,realDonaldTrump,Second debate,35
realtysteve,realDonaldTrump,Second debate,22
realvictorad,realDonaldTrump,Second debate,18
rebel2370,HillaryClinton,Second debate,11
recountvotes,HillaryClinton,Second debate,76
reddgirl56,HillaryClinton,Second debate,43
redviolet1458,realDonaldTrump,Second debate,24
Redwhitebluetex,LindaSuhler,Second debate,26
Redwhitebluetex,WayneDupreeShow,Second debate,22
RegularGuyRant,realDonaldTrump,Second debate,15
reimagination1,realDonaldTrump,Second debate,26
RerukiRena,realDonaldTrump,Second debate,27
res0xhdb2,HillaryClinton,Second debate,59
RESPECTPUNK434,realDonaldTrump,Second debate,27
RETTinol,realDonaldTrump,Second debate,33
rey120897_92,HillaryClinton,Second debate,42
rhc2009,HillaryClinton,Second debate,23
rhondawall4,HillaryClinton,Second debate,40
RichardDogood,realDonaldTrump,Second debate,43
rickhe1,realDonaldTrump,Second debate,36
ricksorrells1,realDonaldTrump,Second debate,61
RickyJohannesse,HillaryClinton,Second debate,43
Ricphyl,realDonaldTrump,Second debate,29
RightWingGear,realDonaldTrump,Second debate,15
Riley_green2020,realDonaldTrump,Second debate,34
RiseUpAbove,HillaryClinton,Second debate,58
rlgrayca,realDonaldTrump,Second debate,68
rljflowerchild,realDonaldTrump,Second debate,37
